GEO_id,GEO_id2,GEO_display-label,Total_households,no_internet_households
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - No Internet access
1400000US42071011701,42071011701,"Census Tract 117.01, Lancaster County, Pennsylvania",1984,265
1400000US42071011703,42071011703,"Census Tract 117.03, Lancaster County, Pennsylvania",2889,225
1400000US42071011704,42071011704,"Census Tract 117.04, Lancaster County, Pennsylvania",1701,166
1400000US42071011705,42071011705,"Census Tract 117.05, Lancaster County, Pennsylvania",2752,458
1400000US42071011801,42071011801,"Census Tract 118.01, Lancaster County, Pennsylvania",1056,70
1400000US42071011802,42071011802,"Census Tract 118.02, Lancaster County, Pennsylvania",2444,276
1400000US42071011803,42071011803,"Census Tract 118.03, Lancaster County, Pennsylvania",2782,380
1400000US42071011804,42071011804,"Census Tract 118.04, Lancaster County, Pennsylvania",3180,364
1400000US42071011805,42071011805,"Census Tract 118.05, Lancaster County, Pennsylvania",895,147
1400000US42071011901,42071011901,"Census Tract 119.01, Lancaster County, Pennsylvania",2031,89
1400000US42071011902,42071011902,"Census Tract 119.02, Lancaster County, Pennsylvania",3216,724
1400000US42071012001,42071012001,"Census Tract 120.01, Lancaster County, Pennsylvania",2300,323
1400000US42071012002,42071012002,"Census Tract 120.02, Lancaster County, Pennsylvania",1619,202
1400000US42071012102,42071012102,"Census Tract 121.02, Lancaster County, Pennsylvania",3037,450
1400000US42071012103,42071012103,"Census Tract 121.03, Lancaster County, Pennsylvania",1624,295
1400000US42071012104,42071012104,"Census Tract 121.04, Lancaster County, Pennsylvania",2169,254
1400000US42071012200,42071012200,"Census Tract 122, Lancaster County, Pennsylvania",2951,657
1400000US42071012301,42071012301,"Census Tract 123.01, Lancaster County, Pennsylvania",1405,292
1400000US42071012302,42071012302,"Census Tract 123.02, Lancaster County, Pennsylvania",1394,327
1400000US42071012402,42071012402,"Census Tract 124.02, Lancaster County, Pennsylvania",1620,234
1400000US42071012403,42071012403,"Census Tract 124.03, Lancaster County, Pennsylvania",1833,367
1400000US42071012404,42071012404,"Census Tract 124.04, Lancaster County, Pennsylvania",1903,433
1400000US42071012501,42071012501,"Census Tract 125.01, Lancaster County, Pennsylvania",2780,570
1400000US42071012502,42071012502,"Census Tract 125.02, Lancaster County, Pennsylvania",1756,419
1400000US42071012601,42071012601,"Census Tract 126.01, Lancaster County, Pennsylvania",2626,647
1400000US42071012602,42071012602,"Census Tract 126.02, Lancaster County, Pennsylvania",1462,562
1400000US42071012700,42071012700,"Census Tract 127, Lancaster County, Pennsylvania",2480,791
1400000US42071012800,42071012800,"Census Tract 128, Lancaster County, Pennsylvania",2226,414
1400000US42071012900,42071012900,"Census Tract 129, Lancaster County, Pennsylvania",2363,990
1400000US42071013000,42071013000,"Census Tract 130, Lancaster County, Pennsylvania",2680,849
1400000US42071013101,42071013101,"Census Tract 131.01, Lancaster County, Pennsylvania",1744,463
1400000US42071013102,42071013102,"Census Tract 131.02, Lancaster County, Pennsylvania",1253,287
1400000US42071013202,42071013202,"Census Tract 132.02, Lancaster County, Pennsylvania",2324,307
1400000US42071013203,42071013203,"Census Tract 132.03, Lancaster County, Pennsylvania",1991,367
1400000US42071013204,42071013204,"Census Tract 132.04, Lancaster County, Pennsylvania",2502,445
1400000US42071013301,42071013301,"Census Tract 133.01, Lancaster County, Pennsylvania",1687,170
1400000US42071013303,42071013303,"Census Tract 133.03, Lancaster County, Pennsylvania",1962,331
1400000US42071013304,42071013304,"Census Tract 133.04, Lancaster County, Pennsylvania",3042,490
1400000US42071013400,42071013400,"Census Tract 134, Lancaster County, Pennsylvania",1019,190
1400000US42071013501,42071013501,"Census Tract 135.01, Lancaster County, Pennsylvania",3939,422
1400000US42071013502,42071013502,"Census Tract 135.02, Lancaster County, Pennsylvania",2029,430
1400000US42071013503,42071013503,"Census Tract 135.03, Lancaster County, Pennsylvania",1032,65
1400000US42071013601,42071013601,"Census Tract 136.01, Lancaster County, Pennsylvania",713,148
1400000US42071013602,42071013602,"Census Tract 136.02, Lancaster County, Pennsylvania",2136,254
1400000US42071013701,42071013701,"Census Tract 137.01, Lancaster County, Pennsylvania",2013,380
1400000US42071013702,42071013702,"Census Tract 137.02, Lancaster County, Pennsylvania",3850,533
1400000US42071013800,42071013800,"Census Tract 138, Lancaster County, Pennsylvania",1447,274
1400000US42071013901,42071013901,"Census Tract 139.01, Lancaster County, Pennsylvania",1790,284
1400000US42071013902,42071013902,"Census Tract 139.02, Lancaster County, Pennsylvania",1565,294
1400000US42071014000,42071014000,"Census Tract 140, Lancaster County, Pennsylvania",2309,454
1400000US42071014101,42071014101,"Census Tract 141.01, Lancaster County, Pennsylvania",1739,738
1400000US42071014102,42071014102,"Census Tract 141.02, Lancaster County, Pennsylvania",1666,491
1400000US42071014201,42071014201,"Census Tract 142.01, Lancaster County, Pennsylvania",1542,668
1400000US42071014202,42071014202,"Census Tract 142.02, Lancaster County, Pennsylvania",1736,590
1400000US42071014300,42071014300,"Census Tract 143, Lancaster County, Pennsylvania",2164,848
1400000US42071014401,42071014401,"Census Tract 144.01, Lancaster County, Pennsylvania",2872,671
1400000US42071014402,42071014402,"Census Tract 144.02, Lancaster County, Pennsylvania",1568,401
1400000US42071014501,42071014501,"Census Tract 145.01, Lancaster County, Pennsylvania",1939,302
1400000US42071014502,42071014502,"Census Tract 145.02, Lancaster County, Pennsylvania",1817,489
1400000US42071014601,42071014601,"Census Tract 146.01, Lancaster County, Pennsylvania",1291,311
1400000US42071014602,42071014602,"Census Tract 146.02, Lancaster County, Pennsylvania",2533,875
1400000US42071014700,42071014700,"Census Tract 147, Lancaster County, Pennsylvania",1356,424
1400000US42073000100,42073000100,"Census Tract 1, Lawrence County, Pennsylvania",1852,236
1400000US42073000200,42073000200,"Census Tract 2, Lawrence County, Pennsylvania",913,340
1400000US42073000300,42073000300,"Census Tract 3, Lawrence County, Pennsylvania",1670,520
1400000US42073000400,42073000400,"Census Tract 4, Lawrence County, Pennsylvania",977,444
1400000US42073000600,42073000600,"Census Tract 6, Lawrence County, Pennsylvania",379,133
1400000US42073000700,42073000700,"Census Tract 7, Lawrence County, Pennsylvania",702,302
1400000US42073000800,42073000800,"Census Tract 8, Lawrence County, Pennsylvania",1828,497
1400000US42073000900,42073000900,"Census Tract 9, Lawrence County, Pennsylvania",861,355
1400000US42073001000,42073001000,"Census Tract 10, Lawrence County, Pennsylvania",720,216
1400000US42073010100,42073010100,"Census Tract 101, Lawrence County, Pennsylvania",1450,311
1400000US42073010201,42073010201,"Census Tract 102.01, Lawrence County, Pennsylvania",1558,261
1400000US42073010202,42073010202,"Census Tract 102.02, Lawrence County, Pennsylvania",1911,457
1400000US42073010300,42073010300,"Census Tract 103, Lawrence County, Pennsylvania",560,75
1400000US42073010400,42073010400,"Census Tract 104, Lawrence County, Pennsylvania",1362,392
1400000US42073010500,42073010500,"Census Tract 105, Lawrence County, Pennsylvania",1111,209
1400000US42073010600,42073010600,"Census Tract 106, Lawrence County, Pennsylvania",1089,365
1400000US42073010700,42073010700,"Census Tract 107, Lawrence County, Pennsylvania",1066,182
1400000US42073010800,42073010800,"Census Tract 108, Lawrence County, Pennsylvania",2553,515
1400000US42073010900,42073010900,"Census Tract 109, Lawrence County, Pennsylvania",1306,247
1400000US42073011000,42073011000,"Census Tract 110, Lawrence County, Pennsylvania",2179,606
1400000US42073011100,42073011100,"Census Tract 111, Lawrence County, Pennsylvania",1672,394
1400000US42073011200,42073011200,"Census Tract 112, Lawrence County, Pennsylvania",1034,247
1400000US42073011300,42073011300,"Census Tract 113, Lawrence County, Pennsylvania",1692,283
1400000US42073011400,42073011400,"Census Tract 114, Lawrence County, Pennsylvania",865,192
1400000US42073011500,42073011500,"Census Tract 115, Lawrence County, Pennsylvania",1747,402
1400000US42073011600,42073011600,"Census Tract 116, Lawrence County, Pennsylvania",1726,430
1400000US42073011700,42073011700,"Census Tract 117, Lawrence County, Pennsylvania",834,112
1400000US42073011800,42073011800,"Census Tract 118, Lawrence County, Pennsylvania",1125,334
1400000US42075000100,42075000100,"Census Tract 1, Lebanon County, Pennsylvania",1840,662
1400000US42075000200,42075000200,"Census Tract 2, Lebanon County, Pennsylvania",1951,437
1400000US42075000300,42075000300,"Census Tract 3, Lebanon County, Pennsylvania",1496,557
1400000US42075000401,42075000401,"Census Tract 4.01, Lebanon County, Pennsylvania",1661,618
1400000US42075000402,42075000402,"Census Tract 4.02, Lebanon County, Pennsylvania",1314,352
1400000US42075000500,42075000500,"Census Tract 5, Lebanon County, Pennsylvania",1510,314
1400000US42075002000,42075002000,"Census Tract 20, Lebanon County, Pennsylvania",1217,275
1400000US42075002100,42075002100,"Census Tract 21, Lebanon County, Pennsylvania",1922,483
1400000US42075002200,42075002200,"Census Tract 22, Lebanon County, Pennsylvania",2472,411
1400000US42075002300,42075002300,"Census Tract 23, Lebanon County, Pennsylvania",1167,244
1400000US42075002400,42075002400,"Census Tract 24, Lebanon County, Pennsylvania",895,167
1400000US42075002500,42075002500,"Census Tract 25, Lebanon County, Pennsylvania",1504,299
1400000US42075002600,42075002600,"Census Tract 26, Lebanon County, Pennsylvania",934,152
1400000US42075002701,42075002701,"Census Tract 27.01, Lebanon County, Pennsylvania",2252,326
1400000US42075002702,42075002702,"Census Tract 27.02, Lebanon County, Pennsylvania",2312,560
1400000US42075002800,42075002800,"Census Tract 28, Lebanon County, Pennsylvania",3279,806
1400000US42075002900,42075002900,"Census Tract 29, Lebanon County, Pennsylvania",1217,213
1400000US42075003000,42075003000,"Census Tract 30, Lebanon County, Pennsylvania",1983,430
1400000US42075003100,42075003100,"Census Tract 31, Lebanon County, Pennsylvania",1447,435
1400000US42075003200,42075003200,"Census Tract 32, Lebanon County, Pennsylvania",1784,348
1400000US42075003300,42075003300,"Census Tract 33, Lebanon County, Pennsylvania",734,91
1400000US42075003400,42075003400,"Census Tract 34, Lebanon County, Pennsylvania",1001,149
1400000US42075003500,42075003500,"Census Tract 35, Lebanon County, Pennsylvania",1931,324
1400000US42075003600,42075003600,"Census Tract 36, Lebanon County, Pennsylvania",1393,158
1400000US42075003700,42075003700,"Census Tract 37, Lebanon County, Pennsylvania",1080,198
1400000US42075003800,42075003800,"Census Tract 38, Lebanon County, Pennsylvania",3480,578
1400000US42075003901,42075003901,"Census Tract 39.01, Lebanon County, Pennsylvania",1734,385
1400000US42075003902,42075003902,"Census Tract 39.02, Lebanon County, Pennsylvania",1692,337
1400000US42075004000,42075004000,"Census Tract 40, Lebanon County, Pennsylvania",2806,166
1400000US42075004100,42075004100,"Census Tract 41, Lebanon County, Pennsylvania",973,206
1400000US42075004200,42075004200,"Census Tract 42, Lebanon County, Pennsylvania",1811,260
1400000US42077000101,42077000101,"Census Tract 1.01, Lehigh County, Pennsylvania",1616,322
1400000US42077000102,42077000102,"Census Tract 1.02, Lehigh County, Pennsylvania",1410,279
1400000US42077000400,42077000400,"Census Tract 4, Lehigh County, Pennsylvania",1078,203
1400000US42077000500,42077000500,"Census Tract 5, Lehigh County, Pennsylvania",736,201
1400000US42077000600,42077000600,"Census Tract 6, Lehigh County, Pennsylvania",2067,372
1400000US42077000700,42077000700,"Census Tract 7, Lehigh County, Pennsylvania",1154,181
1400000US42077000800,42077000800,"Census Tract 8, Lehigh County, Pennsylvania",1283,401
1400000US42077000900,42077000900,"Census Tract 9, Lehigh County, Pennsylvania",524,157
1400000US42077001000,42077001000,"Census Tract 10, Lehigh County, Pennsylvania",916,392
1400000US42077001200,42077001200,"Census Tract 12, Lehigh County, Pennsylvania",611,170
1400000US42077001401,42077001401,"Census Tract 14.01, Lehigh County, Pennsylvania",2900,812
1400000US42077001402,42077001402,"Census Tract 14.02, Lehigh County, Pennsylvania",875,146
1400000US42077001501,42077001501,"Census Tract 15.01, Lehigh County, Pennsylvania",2510,382
1400000US42077001502,42077001502,"Census Tract 15.02, Lehigh County, Pennsylvania",2764,467
1400000US42077001600,42077001600,"Census Tract 16, Lehigh County, Pennsylvania",1111,266
1400000US42077001700,42077001700,"Census Tract 17, Lehigh County, Pennsylvania",1471,375
1400000US42077001800,42077001800,"Census Tract 18, Lehigh County, Pennsylvania",1647,488
1400000US42077001900,42077001900,"Census Tract 19, Lehigh County, Pennsylvania",1716,605
1400000US42077002000,42077002000,"Census Tract 20, Lehigh County, Pennsylvania",1814,501
1400000US42077002100,42077002100,"Census Tract 21, Lehigh County, Pennsylvania",2794,835
1400000US42077002201,42077002201,"Census Tract 22.01, Lehigh County, Pennsylvania",1752,187
1400000US42077002202,42077002202,"Census Tract 22.02, Lehigh County, Pennsylvania",831,311
1400000US42077002301,42077002301,"Census Tract 23.01, Lehigh County, Pennsylvania",3010,414
1400000US42077002302,42077002302,"Census Tract 23.02, Lehigh County, Pennsylvania",1077,141
1400000US42077005100,42077005100,"Census Tract 51, Lehigh County, Pennsylvania",1822,407
1400000US42077005200,42077005200,"Census Tract 52, Lehigh County, Pennsylvania",2751,563
1400000US42077005301,42077005301,"Census Tract 53.01, Lehigh County, Pennsylvania",1306,198
1400000US42077005302,42077005302,"Census Tract 53.02, Lehigh County, Pennsylvania",1684,175
1400000US42077005401,42077005401,"Census Tract 54.01, Lehigh County, Pennsylvania",813,69
1400000US42077005402,42077005402,"Census Tract 54.02, Lehigh County, Pennsylvania",1892,285
1400000US42077005503,42077005503,"Census Tract 55.03, Lehigh County, Pennsylvania",1561,109
1400000US42077005504,42077005504,"Census Tract 55.04, Lehigh County, Pennsylvania",1796,235
1400000US42077005505,42077005505,"Census Tract 55.05, Lehigh County, Pennsylvania",1320,129
1400000US42077005506,42077005506,"Census Tract 55.06, Lehigh County, Pennsylvania",1516,347
1400000US42077005601,42077005601,"Census Tract 56.01, Lehigh County, Pennsylvania",1952,315
1400000US42077005602,42077005602,"Census Tract 56.02, Lehigh County, Pennsylvania",1964,205
1400000US42077005702,42077005702,"Census Tract 57.02, Lehigh County, Pennsylvania",1838,554
1400000US42077005703,42077005703,"Census Tract 57.03, Lehigh County, Pennsylvania",1476,261
1400000US42077005704,42077005704,"Census Tract 57.04, Lehigh County, Pennsylvania",1430,149
1400000US42077005705,42077005705,"Census Tract 57.05, Lehigh County, Pennsylvania",2323,498
1400000US42077005800,42077005800,"Census Tract 58, Lehigh County, Pennsylvania",1446,340
1400000US42077005901,42077005901,"Census Tract 59.01, Lehigh County, Pennsylvania",2736,525
1400000US42077005902,42077005902,"Census Tract 59.02, Lehigh County, Pennsylvania",717,112
1400000US42077006001,42077006001,"Census Tract 60.01, Lehigh County, Pennsylvania",1836,247
1400000US42077006002,42077006002,"Census Tract 60.02, Lehigh County, Pennsylvania",2133,187
1400000US42077006101,42077006101,"Census Tract 61.01, Lehigh County, Pennsylvania",1428,258
1400000US42077006102,42077006102,"Census Tract 61.02, Lehigh County, Pennsylvania",2179,189
1400000US42077006202,42077006202,"Census Tract 62.02, Lehigh County, Pennsylvania",4334,456
1400000US42077006203,42077006203,"Census Tract 62.03, Lehigh County, Pennsylvania",3146,441
1400000US42077006204,42077006204,"Census Tract 62.04, Lehigh County, Pennsylvania",1360,117
1400000US42077006302,42077006302,"Census Tract 63.02, Lehigh County, Pennsylvania",2588,291
1400000US42077006303,42077006303,"Census Tract 63.03, Lehigh County, Pennsylvania",1385,202
1400000US42077006304,42077006304,"Census Tract 63.04, Lehigh County, Pennsylvania",1552,149
1400000US42077006305,42077006305,"Census Tract 63.05, Lehigh County, Pennsylvania",2677,100
1400000US42077006307,42077006307,"Census Tract 63.07, Lehigh County, Pennsylvania",3607,324
1400000US42077006308,42077006308,"Census Tract 63.08, Lehigh County, Pennsylvania",2965,279
1400000US42077006401,42077006401,"Census Tract 64.01, Lehigh County, Pennsylvania",1255,131
1400000US42077006402,42077006402,"Census Tract 64.02, Lehigh County, Pennsylvania",1910,258
1400000US42077006500,42077006500,"Census Tract 65, Lehigh County, Pennsylvania",2573,626
1400000US42077006600,42077006600,"Census Tract 66, Lehigh County, Pennsylvania",2191,215
1400000US42077006701,42077006701,"Census Tract 67.01, Lehigh County, Pennsylvania",1940,253
1400000US42077006702,42077006702,"Census Tract 67.02, Lehigh County, Pennsylvania",1094,147
1400000US42077006703,42077006703,"Census Tract 67.03, Lehigh County, Pennsylvania",2326,269
1400000US42077006800,42077006800,"Census Tract 68, Lehigh County, Pennsylvania",2032,508
1400000US42077006902,42077006902,"Census Tract 69.02, Lehigh County, Pennsylvania",940,154
1400000US42077006903,42077006903,"Census Tract 69.03, Lehigh County, Pennsylvania",2129,254
1400000US42077006905,42077006905,"Census Tract 69.05, Lehigh County, Pennsylvania",1875,110
1400000US42077006906,42077006906,"Census Tract 69.06, Lehigh County, Pennsylvania",1543,135
1400000US42077007000,42077007000,"Census Tract 70, Lehigh County, Pennsylvania",1434,175
1400000US42077009100,42077009100,"Census Tract 91, Lehigh County, Pennsylvania",1663,295
1400000US42077009200,42077009200,"Census Tract 92, Lehigh County, Pennsylvania",1732,270
1400000US42077009300,42077009300,"Census Tract 93, Lehigh County, Pennsylvania",1408,232
1400000US42077009400,42077009400,"Census Tract 94, Lehigh County, Pennsylvania",1686,432
1400000US42077009500,42077009500,"Census Tract 95, Lehigh County, Pennsylvania",2040,297
1400000US42077009600,42077009600,"Census Tract 96, Lehigh County, Pennsylvania",2794,615
1400000US42077009700,42077009700,"Census Tract 97, Lehigh County, Pennsylvania",1474,662
1400000US42079200100,42079200100,"Census Tract 2001, Luzerne County, Pennsylvania",747,393
1400000US42079200200,42079200200,"Census Tract 2002, Luzerne County, Pennsylvania",1293,209
1400000US42079200300,42079200300,"Census Tract 2003, Luzerne County, Pennsylvania",741,87
1400000US42079200400,42079200400,"Census Tract 2004, Luzerne County, Pennsylvania",924,248
1400000US42079200500,42079200500,"Census Tract 2005, Luzerne County, Pennsylvania",1068,195
1400000US42079200600,42079200600,"Census Tract 2006, Luzerne County, Pennsylvania",844,252
1400000US42079200700,42079200700,"Census Tract 2007, Luzerne County, Pennsylvania",1326,378
1400000US42079200800,42079200800,"Census Tract 2008, Luzerne County, Pennsylvania",1392,550
1400000US42079200900,42079200900,"Census Tract 2009, Luzerne County, Pennsylvania",1460,521
1400000US42079201000,42079201000,"Census Tract 2010, Luzerne County, Pennsylvania",909,285
1400000US42079201100,42079201100,"Census Tract 2011, Luzerne County, Pennsylvania",440,98
1400000US42079201200,42079201200,"Census Tract 2012, Luzerne County, Pennsylvania",567,103
1400000US42079201300,42079201300,"Census Tract 2013, Luzerne County, Pennsylvania",824,180
1400000US42079201400,42079201400,"Census Tract 2014, Luzerne County, Pennsylvania",900,380
1400000US42079201500,42079201500,"Census Tract 2015, Luzerne County, Pennsylvania",926,173
1400000US42079201600,42079201600,"Census Tract 2016, Luzerne County, Pennsylvania",1153,302
1400000US42079210100,42079210100,"Census Tract 2101, Luzerne County, Pennsylvania",1364,335
1400000US42079210200,42079210200,"Census Tract 2102, Luzerne County, Pennsylvania",1071,229
1400000US42079210300,42079210300,"Census Tract 2103, Luzerne County, Pennsylvania",1065,205
1400000US42079210400,42079210400,"Census Tract 2104, Luzerne County, Pennsylvania",603,153
1400000US42079210500,42079210500,"Census Tract 2105, Luzerne County, Pennsylvania",2109,396
1400000US42079210600,42079210600,"Census Tract 2106, Luzerne County, Pennsylvania",597,173
1400000US42079210700,42079210700,"Census Tract 2107, Luzerne County, Pennsylvania",829,207
1400000US42079210800,42079210800,"Census Tract 2108, Luzerne County, Pennsylvania",1398,425
1400000US42079210900,42079210900,"Census Tract 2109, Luzerne County, Pennsylvania",657,245
1400000US42079211000,42079211000,"Census Tract 2110, Luzerne County, Pennsylvania",2061,480
1400000US42079211101,42079211101,"Census Tract 2111.01, Luzerne County, Pennsylvania",2398,549
1400000US42079211102,42079211102,"Census Tract 2111.02, Luzerne County, Pennsylvania",861,121
1400000US42079211201,42079211201,"Census Tract 2112.01, Luzerne County, Pennsylvania",1129,141
1400000US42079211203,42079211203,"Census Tract 2112.03, Luzerne County, Pennsylvania",682,140
1400000US42079211204,42079211204,"Census Tract 2112.04, Luzerne County, Pennsylvania",2192,564
1400000US42079211205,42079211205,"Census Tract 2112.05, Luzerne County, Pennsylvania",1197,325
1400000US42079211301,42079211301,"Census Tract 2113.01, Luzerne County, Pennsylvania",872,88
1400000US42079211302,42079211302,"Census Tract 2113.02, Luzerne County, Pennsylvania",1364,206
1400000US42079211303,42079211303,"Census Tract 2113.03, Luzerne County, Pennsylvania",1215,263
1400000US42079211304,42079211304,"Census Tract 2113.04, Luzerne County, Pennsylvania",810,130
1400000US42079211400,42079211400,"Census Tract 2114, Luzerne County, Pennsylvania",2756,388
1400000US42079211500,42079211500,"Census Tract 2115, Luzerne County, Pennsylvania",1132,253
1400000US42079211600,42079211600,"Census Tract 2116, Luzerne County, Pennsylvania",1455,355
1400000US42079211701,42079211701,"Census Tract 2117.01, Luzerne County, Pennsylvania",2143,480
1400000US42079211702,42079211702,"Census Tract 2117.02, Luzerne County, Pennsylvania",633,74
1400000US42079211800,42079211800,"Census Tract 2118, Luzerne County, Pennsylvania",760,176
1400000US42079211900,42079211900,"Census Tract 2119, Luzerne County, Pennsylvania",2777,854
1400000US42079212000,42079212000,"Census Tract 2120, Luzerne County, Pennsylvania",820,219
1400000US42079212100,42079212100,"Census Tract 2121, Luzerne County, Pennsylvania",1836,344
1400000US42079212200,42079212200,"Census Tract 2122, Luzerne County, Pennsylvania",2128,487
1400000US42079212300,42079212300,"Census Tract 2123, Luzerne County, Pennsylvania",1418,365
1400000US42079212700,42079212700,"Census Tract 2127, Luzerne County, Pennsylvania",2266,651
1400000US42079212800,42079212800,"Census Tract 2128, Luzerne County, Pennsylvania",1664,277
1400000US42079212900,42079212900,"Census Tract 2129, Luzerne County, Pennsylvania",579,106
1400000US42079213000,42079213000,"Census Tract 2130, Luzerne County, Pennsylvania",725,145
1400000US42079213100,42079213100,"Census Tract 2131, Luzerne County, Pennsylvania",727,197
1400000US42079213200,42079213200,"Census Tract 2132, Luzerne County, Pennsylvania",1972,460
1400000US42079213300,42079213300,"Census Tract 2133, Luzerne County, Pennsylvania",702,181
1400000US42079213400,42079213400,"Census Tract 2134, Luzerne County, Pennsylvania",1863,473
1400000US42079213600,42079213600,"Census Tract 2136, Luzerne County, Pennsylvania",958,286
1400000US42079213700,42079213700,"Census Tract 2137, Luzerne County, Pennsylvania",873,207
1400000US42079213800,42079213800,"Census Tract 2138, Luzerne County, Pennsylvania",735,227
1400000US42079213900,42079213900,"Census Tract 2139, Luzerne County, Pennsylvania",720,171
1400000US42079214000,42079214000,"Census Tract 2140, Luzerne County, Pennsylvania",530,131
1400000US42079214100,42079214100,"Census Tract 2141, Luzerne County, Pennsylvania",1061,280
1400000US42079214200,42079214200,"Census Tract 2142, Luzerne County, Pennsylvania",1312,419
1400000US42079214300,42079214300,"Census Tract 2143, Luzerne County, Pennsylvania",824,260
1400000US42079214400,42079214400,"Census Tract 2144, Luzerne County, Pennsylvania",858,316
1400000US42079214500,42079214500,"Census Tract 2145, Luzerne County, Pennsylvania",794,224
1400000US42079214600,42079214600,"Census Tract 2146, Luzerne County, Pennsylvania",1809,491
1400000US42079214900,42079214900,"Census Tract 2149, Luzerne County, Pennsylvania",606,136
1400000US42079215000,42079215000,"Census Tract 2150, Luzerne County, Pennsylvania",609,134
1400000US42079215100,42079215100,"Census Tract 2151, Luzerne County, Pennsylvania",1145,279
1400000US42079215200,42079215200,"Census Tract 2152, Luzerne County, Pennsylvania",1285,256
1400000US42079215300,42079215300,"Census Tract 2153, Luzerne County, Pennsylvania",1651,286
1400000US42079215400,42079215400,"Census Tract 2154, Luzerne County, Pennsylvania",1036,249
1400000US42079215501,42079215501,"Census Tract 2155.01, Luzerne County, Pennsylvania",1566,256
1400000US42079215502,42079215502,"Census Tract 2155.02, Luzerne County, Pennsylvania",2176,362
1400000US42079215503,42079215503,"Census Tract 2155.03, Luzerne County, Pennsylvania",1346,200
1400000US42079215504,42079215504,"Census Tract 2155.04, Luzerne County, Pennsylvania",1601,379
1400000US42079215600,42079215600,"Census Tract 2156, Luzerne County, Pennsylvania",1704,445
1400000US42079215701,42079215701,"Census Tract 2157.01, Luzerne County, Pennsylvania",915,217
1400000US42079215702,42079215702,"Census Tract 2157.02, Luzerne County, Pennsylvania",807,148
1400000US42079215800,42079215800,"Census Tract 2158, Luzerne County, Pennsylvania",1215,290
1400000US42079215900,42079215900,"Census Tract 2159, Luzerne County, Pennsylvania",1425,296
1400000US42079216000,42079216000,"Census Tract 2160, Luzerne County, Pennsylvania",303,95
1400000US42079216100,42079216100,"Census Tract 2161, Luzerne County, Pennsylvania",1763,375
1400000US42079216200,42079216200,"Census Tract 2162, Luzerne County, Pennsylvania",2288,618
1400000US42079216400,42079216400,"Census Tract 2164, Luzerne County, Pennsylvania",818,180
1400000US42079216501,42079216501,"Census Tract 2165.01, Luzerne County, Pennsylvania",839,138
1400000US42079216502,42079216502,"Census Tract 2165.02, Luzerne County, Pennsylvania",1455,182
1400000US42079216600,42079216600,"Census Tract 2166, Luzerne County, Pennsylvania",3811,576
1400000US42079216700,42079216700,"Census Tract 2167, Luzerne County, Pennsylvania",1346,432
1400000US42079216800,42079216800,"Census Tract 2168, Luzerne County, Pennsylvania",1526,388
1400000US42079216900,42079216900,"Census Tract 2169, Luzerne County, Pennsylvania",1848,422
1400000US42079217001,42079217001,"Census Tract 2170.01, Luzerne County, Pennsylvania",878,267
1400000US42079217002,42079217002,"Census Tract 2170.02, Luzerne County, Pennsylvania",1200,311
1400000US42079217100,42079217100,"Census Tract 2171, Luzerne County, Pennsylvania",1202,309
1400000US42079217200,42079217200,"Census Tract 2172, Luzerne County, Pennsylvania",1126,492
1400000US42079217300,42079217300,"Census Tract 2173, Luzerne County, Pennsylvania",1364,334
1400000US42079217400,42079217400,"Census Tract 2174, Luzerne County, Pennsylvania",621,233
1400000US42079217500,42079217500,"Census Tract 2175, Luzerne County, Pennsylvania",759,227
1400000US42079217600,42079217600,"Census Tract 2176, Luzerne County, Pennsylvania",986,213
1400000US42079217700,42079217700,"Census Tract 2177, Luzerne County, Pennsylvania",1591,466
1400000US42079217800,42079217800,"Census Tract 2178, Luzerne County, Pennsylvania",1278,419
1400000US42079217900,42079217900,"Census Tract 2179, Luzerne County, Pennsylvania",1720,592
1400000US42079218000,42079218000,"Census Tract 2180, Luzerne County, Pennsylvania",1620,376
1400000US42079980100,42079980100,"Census Tract 9801, Luzerne County, Pennsylvania",0,0
1400000US42081000100,42081000100,"Census Tract 1, Lycoming County, Pennsylvania",1502,309
1400000US42081000200,42081000200,"Census Tract 2, Lycoming County, Pennsylvania",892,154
1400000US42081000300,42081000300,"Census Tract 3, Lycoming County, Pennsylvania",2443,445
1400000US42081000400,42081000400,"Census Tract 4, Lycoming County, Pennsylvania",1787,542
1400000US42081000500,42081000500,"Census Tract 5, Lycoming County, Pennsylvania",767,162
1400000US42081000600,42081000600,"Census Tract 6, Lycoming County, Pennsylvania",1071,242
1400000US42081000800,42081000800,"Census Tract 8, Lycoming County, Pennsylvania",322,72
1400000US42081000900,42081000900,"Census Tract 9, Lycoming County, Pennsylvania",1052,266
1400000US42081001000,42081001000,"Census Tract 10, Lycoming County, Pennsylvania",1417,340
1400000US42081010100,42081010100,"Census Tract 101, Lycoming County, Pennsylvania",944,222
1400000US42081010200,42081010200,"Census Tract 102, Lycoming County, Pennsylvania",477,99
1400000US42081010300,42081010300,"Census Tract 103, Lycoming County, Pennsylvania",1258,243
1400000US42081010400,42081010400,"Census Tract 104, Lycoming County, Pennsylvania",2058,424
1400000US42081010500,42081010500,"Census Tract 105, Lycoming County, Pennsylvania",2342,442
1400000US42081010600,42081010600,"Census Tract 106, Lycoming County, Pennsylvania",1728,370
1400000US42081010700,42081010700,"Census Tract 107, Lycoming County, Pennsylvania",2489,495
